ASSERTION	AAMAAQpsb2dpbi1wZWFrAwABBAAAAAAAAMBXQAEAAAAAAACIs0A=
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.Login200Test	login200test	1777156522795	 	3.3.1
REQUEST	1780		login-peak	1777156532156	1777156532271	OK	 
REQUEST	1783		login-peak	1777156532160	1777156532272	OK	 
USER	Login - 200 Concurrentes	1780	END	1777156532155	1777156532272
USER	Login - 200 Concurrentes	1811	START	1777156532272	1777156532272
USER	Login - 200 Concurrentes	1783	END	1777156532160	1777156532272
USER	Login - 200 Concurrentes	1812	START	1777156532272	1777156532272
REQUEST	1787		login-peak	1777156532166	1777156532275	OK	 
REQUEST	1782		login-peak	1777156532159	1777156532275	OK	 
REQUEST	1784		login-peak	1777156532161	1777156532276	OK	 
USER	Login - 200 Concurrentes	1787	END	1777156532166	1777156532275
USER	Login - 200 Concurrentes	1782	END	1777156532159	1777156532276
USER	Login - 200 Concurrentes	1784	END	1777156532161	1777156532276
USER	Login - 200 Concurrentes	1814	START	1777156532276	1777156532276
REQUEST	1786		login-peak	1777156532166	1777156532291	OK	 
USER	Login - 200 Concurrentes	1786	END	1777156532165	1777156532292
USER	Login - 200 Concurrentes	1816	START	1777156532292	1777156532292
REQUEST	1788		login-peak	1777156532169	1777156532291	OK	 
USER	Login - 200 Concurrentes	1788	END	1777156532168	1777156532292
USER	Login - 200 Concurrentes	1817	START	1777156532292	1777156532292
REQUEST	1790		login-peak	1777156532171	1777156532292	OK	 
USER	Login - 200 Concurrentes	1790	END	1777156532171	1777156532293
USER	Login - 200 Concurrentes	1818	START	1777156532293	1777156532293
USER	Login - 200 Concurrentes	1815	START	1777156532276	1777156532276
REQUEST	1791		login-peak	1777156532173	1777156532294	OK	 
USER	Login - 200 Concurrentes	1791	END	1777156532173	1777156532294
USER	Login - 200 Concurrentes	1813	START	1777156532276	1777156532276
USER	Login - 200 Concurrentes	1819	START	1777156532294	1777156532294
REQUEST	1794		login-peak	1777156532182	1777156532294	OK	 
USER	Login - 200 Concurrentes	1794	END	1777156532182	1777156532294
USER	Login - 200 Concurrentes	1820	START	1777156532294	1777156532294
REQUEST	1789		login-peak	1777156532170	1777156532295	OK	 
USER	Login - 200 Concurrentes	1789	END	1777156532170	1777156532295
REQUEST	1793		login-peak	1777156532176	1777156532295	OK	 
USER	Login - 200 Concurrentes	1821	START	1777156532295	1777156532295
USER	Login - 200 Concurrentes	1793	END	1777156532176	1777156532295
REQUEST	1785		login-peak	1777156532163	1777156532295	OK	 
USER	Login - 200 Concurrentes	1822	START	1777156532295	1777156532295
USER	Login - 200 Concurrentes	1785	END	1777156532163	1777156532295
USER	Login - 200 Concurrentes	1823	START	1777156532295	1777156532295
REQUEST	1795		login-peak	1777156532186	1777156532297	OK	 
USER	Login - 200 Concurrentes	1795	END	1777156532185	1777156532297
USER	Login - 200 Concurrentes	1824	START	1777156532297	1777156532297
REQUEST	1796		login-peak	1777156532205	1777156532315	OK	 
USER	Login - 200 Concurrentes	1796	END	1777156532204	1777156532316
USER	Login - 200 Concurrentes	1825	START	1777156532316	1777156532316
REQUEST	1798		login-peak	1777156532206	1777156532319	OK	 
USER	Login - 200 Concurrentes	1798	END	1777156532206	1777156532319
REQUEST	1802		login-peak	1777156532213	1777156532320	OK	 
USER	Login - 200 Concurrentes	1802	END	1777156532213	1777156532320
USER	Login - 200 Concurrentes	1826	START	1777156532320	1777156532320
USER	Login - 200 Concurrentes	1827	START	1777156532320	1777156532320
REQUEST	1799		login-peak	1777156532209	1777156532322	OK	 
REQUEST	1800		login-peak	1777156532209	1777156532322	OK	 
USER	Login - 200 Concurrentes	1800	END	1777156532209	1777156532323
USER	Login - 200 Concurrentes	1828	START	1777156532323	1777156532323
USER	Login - 200 Concurrentes	1799	END	1777156532209	1777156532323
USER	Login - 200 Concurrentes	1829	START	1777156532323	1777156532323
REQUEST	1797		login-peak	1777156532206	1777156532326	OK	 
USER	Login - 200 Concurrentes	1797	END	1777156532205	1777156532326
REQUEST	1801		login-peak	1777156532212	1777156532327	OK	 
USER	Login - 200 Concurrentes	1801	END	1777156532212	1777156532327
USER	Login - 200 Concurrentes	1831	START	1777156532327	1777156532327
USER	Login - 200 Concurrentes	1830	START	1777156532327	1777156532327
REQUEST	1803		login-peak	1777156532217	1777156532328	OK	 
USER	Login - 200 Concurrentes	1803	END	1777156532214	1777156532328
USER	Login - 200 Concurrentes	1832	START	1777156532328	1777156532328
REQUEST	1804		login-peak	1777156532220	1777156532343	OK	 
REQUEST	1805		login-peak	1777156532241	1777156532343	OK	 
USER	Login - 200 Concurrentes	1804	END	1777156532220	1777156532343
USER	Login - 200 Concurrentes	1805	END	1777156532226	1777156532344
USER	Login - 200 Concurrentes	1834	START	1777156532344	1777156532344
USER	Login - 200 Concurrentes	1833	START	1777156532344	1777156532344
REQUEST	1807		login-peak	1777156532259	1777156532378	OK	 
USER	Login - 200 Concurrentes	1807	END	1777156532259	1777156532379
USER	Login - 200 Concurrentes	1835	START	1777156532379	1777156532379
REQUEST	1781		login-peak	1777156532159	1777156532383	OK	 
REQUEST	1808		login-peak	1777156532261	1777156532387	OK	 
REQUEST	1792		login-peak	1777156532174	1777156532387	OK	 
REQUEST	1806		login-peak	1777156532258	1777156532388	OK	 
REQUEST	1810		login-peak	1777156532264	1777156532389	OK	 
USER	Login - 200 Concurrentes	1781	END	1777156532158	1777156532386
USER	Login - 200 Concurrentes	1808	END	1777156532261	1777156532387
USER	Login - 200 Concurrentes	1806	END	1777156532258	1777156532388
USER	Login - 200 Concurrentes	1810	END	1777156532264	1777156532389
USER	Login - 200 Concurrentes	1836	START	1777156532389	1777156532389
USER	Login - 200 Concurrentes	1838	START	1777156532389	1777156532389
USER	Login - 200 Concurrentes	1839	START	1777156532389	1777156532389
REQUEST	1809		login-peak	1777156532263	1777156532390	OK	 
USER	Login - 200 Concurrentes	1809	END	1777156532263	1777156532390
USER	Login - 200 Concurrentes	1840	START	1777156532390	1777156532390
USER	Login - 200 Concurrentes	1837	START	1777156532389	1777156532389
USER	Login - 200 Concurrentes	1792	END	1777156532173	1777156532391
USER	Login - 200 Concurrentes	1841	START	1777156532391	1777156532391
REQUEST	1811		login-peak	1777156532272	1777156532393	OK	 
USER	Login - 200 Concurrentes	1811	END	1777156532272	1777156532394
USER	Login - 200 Concurrentes	1842	START	1777156532394	1777156532394
REQUEST	1812		login-peak	1777156532273	1777156532394	OK	 
USER	Login - 200 Concurrentes	1812	END	1777156532272	1777156532394
USER	Login - 200 Concurrentes	1843	START	1777156532394	1777156532394
REQUEST	1823		login-peak	1777156532296	1777156532400	OK	 
USER	Login - 200 Concurrentes	1823	END	1777156532295	1777156532400
USER	Login - 200 Concurrentes	1844	START	1777156532400	1777156532400
REQUEST	1814		login-peak	1777156532276	1777156532401	OK	 
USER	Login - 200 Concurrentes	1814	END	1777156532276	1777156532401
USER	Login - 200 Concurrentes	1845	START	1777156532401	1777156532401
REQUEST	1820		login-peak	1777156532295	1777156532401	OK	 
USER	Login - 200 Concurrentes	1820	END	1777156532294	1777156532402
USER	Login - 200 Concurrentes	1846	START	1777156532402	1777156532402
REQUEST	1817		login-peak	1777156532292	1777156532404	OK	 
USER	Login - 200 Concurrentes	1817	END	1777156532292	1777156532405
USER	Login - 200 Concurrentes	1847	START	1777156532405	1777156532405
REQUEST	1824		login-peak	1777156532297	1777156532405	OK	 
USER	Login - 200 Concurrentes	1824	END	1777156532297	1777156532405
USER	Login - 200 Concurrentes	1848	START	1777156532405	1777156532405
REQUEST	1816		login-peak	1777156532292	1777156532406	OK	 
USER	Login - 200 Concurrentes	1816	END	1777156532292	1777156532406
USER	Login - 200 Concurrentes	1849	START	1777156532406	1777156532406
REQUEST	1819		login-peak	1777156532294	1777156532408	OK	 
USER	Login - 200 Concurrentes	1819	END	1777156532294	1777156532409
USER	Login - 200 Concurrentes	1850	START	1777156532409	1777156532409
REQUEST	1815		login-peak	1777156532293	1777156532423	OK	 
USER	Login - 200 Concurrentes	1815	END	1777156532276	1777156532424
USER	Login - 200 Concurrentes	1851	START	1777156532424	1777156532424
REQUEST	1827		login-peak	1777156532320	1777156532426	OK	 
USER	Login - 200 Concurrentes	1827	END	1777156532320	1777156532426
USER	Login - 200 Concurrentes	1852	START	1777156532426	1777156532426
REQUEST	1826		login-peak	1777156532320	1777156532427	OK	 
USER	Login - 200 Concurrentes	1826	END	1777156532320	1777156532427
USER	Login - 200 Concurrentes	1853	START	1777156532427	1777156532427
REQUEST	1828		login-peak	1777156532323	1777156532429	OK	 
USER	Login - 200 Concurrentes	1828	END	1777156532323	1777156532430
USER	Login - 200 Concurrentes	1854	START	1777156532430	1777156532430
REQUEST	1825		login-peak	1777156532316	1777156532430	OK	 
USER	Login - 200 Concurrentes	1825	END	1777156532316	1777156532430
USER	Login - 200 Concurrentes	1855	START	1777156532430	1777156532430
REQUEST	1830		login-peak	1777156532327	1777156532433	OK	 
USER	Login - 200 Concurrentes	1830	END	1777156532327	1777156532434
USER	Login - 200 Concurrentes	1856	START	1777156532434	1777156532434
REQUEST	1829		login-peak	1777156532323	1777156532440	OK	 
USER	Login - 200 Concurrentes	1829	END	1777156532323	1777156532440
USER	Login - 200 Concurrentes	1857	START	1777156532440	1777156532440
REQUEST	1832		login-peak	1777156532328	1777156532441	OK	 
USER	Login - 200 Concurrentes	1832	END	1777156532328	1777156532441
USER	Login - 200 Concurrentes	1858	START	1777156532441	1777156532441
REQUEST	1831		login-peak	1777156532328	1777156532442	OK	 
USER	Login - 200 Concurrentes	1831	END	1777156532327	1777156532442
USER	Login - 200 Concurrentes	1859	START	1777156532442	1777156532442
REQUEST	1481		login-peak	1777156531439	1777156532448	OK	 
USER	Login - 200 Concurrentes	1481	END	1777156531439	1777156532449
USER	Login - 200 Concurrentes	1860	START	1777156532449	1777156532449
REQUEST	1487		login-peak	1777156531457	1777156532454	OK	 
USER	Login - 200 Concurrentes	1487	END	1777156531457	1777156532454
USER	Login - 200 Concurrentes	1861	START	1777156532454	1777156532454
REQUEST	1683		login-peak	1777156531814	1777156532457	OK	 
USER	Login - 200 Concurrentes	1683	END	1777156531814	1777156532457
USER	Login - 200 Concurrentes	1862	START	1777156532457	1777156532457
REQUEST	1493		login-peak	1777156531483	1777156532458	OK	 
USER	Login - 200 Concurrentes	1493	END	1777156531482	1777156532459
USER	Login - 200 Concurrentes	1863	START	1777156532459	1777156532459
REQUEST	1607		login-peak	1777156531700	1777156532462	OK	 
USER	Login - 200 Concurrentes	1607	END	1777156531699	1777156532462
USER	Login - 200 Concurrentes	1864	START	1777156532463	1777156532463
REQUEST	1489		login-peak	1777156531465	1777156532464	OK	 
USER	Login - 200 Concurrentes	1489	END	1777156531465	1777156532464
USER	Login - 200 Concurrentes	1865	START	1777156532464	1777156532464
REQUEST	1533		login-peak	1777156531589	1777156532466	OK	 
USER	Login - 200 Concurrentes	1533	END	1777156531589	1777156532468
USER	Login - 200 Concurrentes	1866	START	1777156532468	1777156532468
REQUEST	1582		login-peak	1777156531664	1777156532482	OK	 
USER	Login - 200 Concurrentes	1582	END	1777156531664	1777156532482
USER	Login - 200 Concurrentes	1867	START	1777156532483	1777156532483
REQUEST	1503		login-peak	1777156531522	1777156532483	OK	 
USER	Login - 200 Concurrentes	1503	END	1777156531522	1777156532483
USER	Login - 200 Concurrentes	1868	START	1777156532484	1777156532484
REQUEST	1595		login-peak	1777156531683	1777156532484	OK	 
REQUEST	1543		login-peak	1777156531610	1777156532484	OK	 
USER	Login - 200 Concurrentes	1595	END	1777156531683	1777156532484
USER	Login - 200 Concurrentes	1543	END	1777156531609	1777156532485
USER	Login - 200 Concurrentes	1869	START	1777156532485	1777156532485
USER	Login - 200 Concurrentes	1870	START	1777156532485	1777156532485
REQUEST	1504		login-peak	1777156531523	1777156532486	OK	 
USER	Login - 200 Concurrentes	1504	END	1777156531523	1777156532486
USER	Login - 200 Concurrentes	1871	START	1777156532486	1777156532486
REQUEST	1843		login-peak	1777156532394	1777156532500	OK	 
USER	Login - 200 Concurrentes	1843	END	1777156532394	1777156532500
USER	Login - 200 Concurrentes	1872	START	1777156532500	1777156532500
REQUEST	1822		login-peak	1777156532295	1777156532505	OK	 
USER	Login - 200 Concurrentes	1822	END	1777156532295	1777156532505
USER	Login - 200 Concurrentes	1873	START	1777156532505	1777156532505
REQUEST	1813		login-peak	1777156532276	1777156532507	OK	 
USER	Login - 200 Concurrentes	1813	END	1777156532276	1777156532508
USER	Login - 200 Concurrentes	1874	START	1777156532508	1777156532508
REQUEST	1821		login-peak	1777156532295	1777156532509	OK	 
USER	Login - 200 Concurrentes	1821	END	1777156532295	1777156532509
USER	Login - 200 Concurrentes	1875	START	1777156532509	1777156532509
REQUEST	1818		login-peak	1777156532293	1777156532510	OK	 
USER	Login - 200 Concurrentes	1818	END	1777156532293	1777156532510
USER	Login - 200 Concurrentes	1876	START	1777156532510	1777156532510
REQUEST	1559		login-peak	1777156531631	1777156532586	OK	 
USER	Login - 200 Concurrentes	1559	END	1777156531631	1777156532586
USER	Login - 200 Concurrentes	1877	START	1777156532586	1777156532586
REQUEST	1490		login-peak	1777156531469	1777156532592	OK	 
REQUEST	1491		login-peak	1777156531471	1777156532592	OK	 
USER	Login - 200 Concurrentes	1491	END	1777156531471	1777156532592
USER	Login - 200 Concurrentes	1490	END	1777156531469	1777156532592
USER	Login - 200 Concurrentes	1878	START	1777156532592	1777156532592
USER	Login - 200 Concurrentes	1879	START	1777156532592	1777156532592
REQUEST	1583		login-peak	1777156531666	1777156532593	OK	 
USER	Login - 200 Concurrentes	1583	END	1777156531666	1777156532593
USER	Login - 200 Concurrentes	1880	START	1777156532593	1777156532593
REQUEST	1535		login-peak	1777156531595	1777156532599	OK	 
USER	Login - 200 Concurrentes	1535	END	1777156531594	1777156532600
USER	Login - 200 Concurrentes	1881	START	1777156532600	1777156532600
REQUEST	1511		login-peak	1777156531538	1777156532603	OK	 
USER	Login - 200 Concurrentes	1511	END	1777156531537	1777156532603
USER	Login - 200 Concurrentes	1882	START	1777156532603	1777156532603
REQUEST	1475		login-peak	1777156531330	1777156532603	OK	 
USER	Login - 200 Concurrentes	1475	END	1777156531330	1777156532603
USER	Login - 200 Concurrentes	1883	START	1777156532603	1777156532603
REQUEST	1476		login-peak	1777156531425	1777156532604	OK	 
USER	Login - 200 Concurrentes	1476	END	1777156531401	1777156532604
USER	Login - 200 Concurrentes	1884	START	1777156532604	1777156532604
REQUEST	1605		login-peak	1777156531698	1777156532605	OK	 
REQUEST	1483		login-peak	1777156531443	1777156532605	OK	 
USER	Login - 200 Concurrentes	1483	END	1777156531443	1777156532605
REQUEST	1499		login-peak	1777156531499	1777156532605	OK	 
USER	Login - 200 Concurrentes	1885	START	1777156532605	1777156532605
USER	Login - 200 Concurrentes	1605	END	1777156531697	1777156532605
USER	Login - 200 Concurrentes	1499	END	1777156531499	1777156532605
USER	Login - 200 Concurrentes	1886	START	1777156532605	1777156532605
USER	Login - 200 Concurrentes	1887	START	1777156532605	1777156532605
REQUEST	1496		login-peak	1777156531495	1777156532606	OK	 
USER	Login - 200 Concurrentes	1496	END	1777156531494	1777156532606
USER	Login - 200 Concurrentes	1888	START	1777156532606	1777156532606
REQUEST	1643		login-peak	1777156531742	1777156532606	OK	 
USER	Login - 200 Concurrentes	1643	END	1777156531742	1777156532607
USER	Login - 200 Concurrentes	1889	START	1777156532607	1777156532607
REQUEST	1484		login-peak	1777156531450	1777156532612	OK	 
USER	Login - 200 Concurrentes	1484	END	1777156531450	1777156532613
USER	Login - 200 Concurrentes	1890	START	1777156532613	1777156532613
REQUEST	1549		login-peak	1777156531619	1777156532614	OK	 
USER	Login - 200 Concurrentes	1549	END	1777156531619	1777156532614
USER	Login - 200 Concurrentes	1891	START	1777156532614	1777156532614
REQUEST	1569		login-peak	1777156531644	1777156532615	OK	 
USER	Login - 200 Concurrentes	1569	END	1777156531644	1777156532615
REQUEST	1509		login-peak	1777156531535	1777156532615	OK	 
USER	Login - 200 Concurrentes	1892	START	1777156532615	1777156532615
USER	Login - 200 Concurrentes	1509	END	1777156531535	1777156532615
USER	Login - 200 Concurrentes	1893	START	1777156532615	1777156532615
REQUEST	1632		login-peak	1777156531731	1777156532616	OK	 
USER	Login - 200 Concurrentes	1632	END	1777156531730	1777156532616
REQUEST	1537		login-peak	1777156531599	1777156532617	OK	 
USER	Login - 200 Concurrentes	1894	START	1777156532617	1777156532617
REQUEST	1645		login-peak	1777156531745	1777156532617	OK	 
REQUEST	1654		login-peak	1777156531759	1777156532617	OK	 
USER	Login - 200 Concurrentes	1537	END	1777156531598	1777156532617
USER	Login - 200 Concurrentes	1645	END	1777156531745	1777156532617
USER	Login - 200 Concurrentes	1895	START	1777156532617	1777156532617
USER	Login - 200 Concurrentes	1654	END	1777156531759	1777156532617
USER	Login - 200 Concurrentes	1896	START	1777156532617	1777156532617
USER	Login - 200 Concurrentes	1897	START	1777156532617	1777156532617
REQUEST	1572		login-peak	1777156531649	1777156532618	OK	 
USER	Login - 200 Concurrentes	1572	END	1777156531649	1777156532619
USER	Login - 200 Concurrentes	1898	START	1777156532619	1777156532619
REQUEST	1624		login-peak	1777156531723	1777156532619	OK	 
USER	Login - 200 Concurrentes	1624	END	1777156531723	1777156532619
USER	Login - 200 Concurrentes	1899	START	1777156532619	1777156532619
REQUEST	1577		login-peak	1777156531655	1777156532620	OK	 
USER	Login - 200 Concurrentes	1577	END	1777156531655	1777156532620
USER	Login - 200 Concurrentes	1900	START	1777156532621	1777156532621
REQUEST	1498		login-peak	1777156531498	1777156532623	OK	 
USER	Login - 200 Concurrentes	1498	END	1777156531498	1777156532623
REQUEST	1701		login-peak	1777156531857	1777156532624	OK	 
USER	Login - 200 Concurrentes	1901	START	1777156532623	1777156532623
USER	Login - 200 Concurrentes	1701	END	1777156531856	1777156532624
USER	Login - 200 Concurrentes	1902	START	1777156532624	1777156532624
REQUEST	1590		login-peak	1777156531677	1777156532624	OK	 
USER	Login - 200 Concurrentes	1590	END	1777156531677	1777156532624
USER	Login - 200 Concurrentes	1903	START	1777156532625	1777156532625
REQUEST	1404		login-peak	1777156530750	1777156532625	OK	 
USER	Login - 200 Concurrentes	1404	END	1777156530749	1777156532626
USER	Login - 200 Concurrentes	1904	START	1777156532626	1777156532626
REQUEST	1548		login-peak	1777156531620	1777156532627	OK	 
USER	Login - 200 Concurrentes	1548	END	1777156531619	1777156532628
USER	Login - 200 Concurrentes	1905	START	1777156532628	1777156532628
REQUEST	1510		login-peak	1777156531537	1777156532628	OK	 
USER	Login - 200 Concurrentes	1510	END	1777156531536	1777156532628
USER	Login - 200 Concurrentes	1906	START	1777156532628	1777156532628
REQUEST	1494		login-peak	1777156531489	1777156532629	OK	 
USER	Login - 200 Concurrentes	1494	END	1777156531489	1777156532629
USER	Login - 200 Concurrentes	1907	START	1777156532629	1777156532629
REQUEST	1647		login-peak	1777156531747	1777156532630	OK	 
USER	Login - 200 Concurrentes	1647	END	1777156531746	1777156532630
USER	Login - 200 Concurrentes	1908	START	1777156532630	1777156532630
REQUEST	1594		login-peak	1777156531682	1777156532632	OK	 
USER	Login - 200 Concurrentes	1594	END	1777156531682	1777156532632
USER	Login - 200 Concurrentes	1909	START	1777156532632	1777156532632
REQUEST	1684		login-peak	1777156531817	1777156532633	OK	 
USER	Login - 200 Concurrentes	1684	END	1777156531816	1777156532633
USER	Login - 200 Concurrentes	1910	START	1777156532634	1777156532634
REQUEST	1622		login-peak	1777156531723	1777156532635	OK	 
USER	Login - 200 Concurrentes	1622	END	1777156531723	1777156532635
USER	Login - 200 Concurrentes	1911	START	1777156532635	1777156532635
REQUEST	1505		login-peak	1777156531523	1777156532635	OK	 
USER	Login - 200 Concurrentes	1505	END	1777156531523	1777156532635
USER	Login - 200 Concurrentes	1912	START	1777156532635	1777156532635
REQUEST	1716		login-peak	1777156531931	1777156532636	OK	 
USER	Login - 200 Concurrentes	1716	END	1777156531931	1777156532636
USER	Login - 200 Concurrentes	1913	START	1777156532636	1777156532636
REQUEST	1648		login-peak	1777156531748	1777156532637	OK	 
USER	Login - 200 Concurrentes	1648	END	1777156531748	1777156532637
REQUEST	1502		login-peak	1777156531519	1777156532637	OK	 
USER	Login - 200 Concurrentes	1914	START	1777156532637	1777156532637
USER	Login - 200 Concurrentes	1502	END	1777156531519	1777156532637
USER	Login - 200 Concurrentes	1915	START	1777156532637	1777156532637
REQUEST	1506		login-peak	1777156531527	1777156532639	OK	 
USER	Login - 200 Concurrentes	1506	END	1777156531527	1777156532640
USER	Login - 200 Concurrentes	1916	START	1777156532640	1777156532640
REQUEST	1550		login-peak	1777156531621	1777156532641	OK	 
USER	Login - 200 Concurrentes	1550	END	1777156531621	1777156532642
USER	Login - 200 Concurrentes	1917	START	1777156532642	1777156532642
REQUEST	1640		login-peak	1777156531740	1777156532642	OK	 
USER	Login - 200 Concurrentes	1640	END	1777156531740	1777156532642
USER	Login - 200 Concurrentes	1918	START	1777156532642	1777156532642
REQUEST	1540		login-peak	1777156531605	1777156532643	OK	 
USER	Login - 200 Concurrentes	1540	END	1777156531605	1777156532643
USER	Login - 200 Concurrentes	1919	START	1777156532643	1777156532643
REQUEST	1538		login-peak	1777156531601	1777156532645	OK	 
REQUEST	1561		login-peak	1777156531637	1777156532645	OK	 
USER	Login - 200 Concurrentes	1538	END	1777156531599	1777156532646
USER	Login - 200 Concurrentes	1561	END	1777156531637	1777156532646
USER	Login - 200 Concurrentes	1920	START	1777156532646	1777156532646
USER	Login - 200 Concurrentes	1921	START	1777156532646	1777156532646
REQUEST	1478		login-peak	1777156531429	1777156532647	OK	 
USER	Login - 200 Concurrentes	1478	END	1777156531429	1777156532647
USER	Login - 200 Concurrentes	1922	START	1777156532647	1777156532647
REQUEST	1546		login-peak	1777156531616	1777156532647	OK	 
USER	Login - 200 Concurrentes	1546	END	1777156531616	1777156532647
USER	Login - 200 Concurrentes	1923	START	1777156532647	1777156532647
REQUEST	1584		login-peak	1777156531668	1777156532648	OK	 
USER	Login - 200 Concurrentes	1584	END	1777156531667	1777156532649
USER	Login - 200 Concurrentes	1924	START	1777156532649	1777156532649
REQUEST	1161		login-peak	1777156529731	1777156532652	OK	 
USER	Login - 200 Concurrentes	1161	END	1777156529731	1777156532652
USER	Login - 200 Concurrentes	1925	START	1777156532652	1777156532652
REQUEST	1544		login-peak	1777156531612	1777156532653	OK	 
USER	Login - 200 Concurrentes	1544	END	1777156531612	1777156532653
USER	Login - 200 Concurrentes	1926	START	1777156532653	1777156532653
REQUEST	1676		login-peak	1777156531808	1777156532654	OK	 
USER	Login - 200 Concurrentes	1676	END	1777156531807	1777156532654
REQUEST	1238		login-peak	1777156530359	1777156532654	OK	 
USER	Login - 200 Concurrentes	1927	START	1777156532654	1777156532654
USER	Login - 200 Concurrentes	1238	END	1777156530359	1777156532654
USER	Login - 200 Concurrentes	1928	START	1777156532654	1777156532654
REQUEST	1141		login-peak	1777156529624	1777156532655	OK	 
USER	Login - 200 Concurrentes	1141	END	1777156529623	1777156532656
USER	Login - 200 Concurrentes	1929	START	1777156532656	1777156532656
REQUEST	1043		login-peak	1777156526450	1777156532659	OK	 
USER	Login - 200 Concurrentes	1043	END	1777156526449	1777156532659
REQUEST	1372		login-peak	1777156530657	1777156532660	OK	 
REQUEST	1413		login-peak	1777156530766	1777156532660	OK	 
USER	Login - 200 Concurrentes	1413	END	1777156530766	1777156532660
USER	Login - 200 Concurrentes	1931	START	1777156532660	1777156532660
USER	Login - 200 Concurrentes	1930	START	1777156532659	1777156532659
USER	Login - 200 Concurrentes	1372	END	1777156530657	1777156532660
REQUEST	1245		login-peak	1777156530368	1777156532661	OK	 
USER	Login - 200 Concurrentes	1932	START	1777156532660	1777156532660
USER	Login - 200 Concurrentes	1245	END	1777156530367	1777156532661
REQUEST	1051		login-peak	1777156526458	1777156532661	OK	 
USER	Login - 200 Concurrentes	1051	END	1777156526458	1777156532661
USER	Login - 200 Concurrentes	1933	START	1777156532661	1777156532661
USER	Login - 200 Concurrentes	1934	START	1777156532661	1777156532661
REQUEST	1373		login-peak	1777156530661	1777156532662	OK	 
REQUEST	1397		login-peak	1777156530737	1777156532663	OK	 
USER	Login - 200 Concurrentes	1373	END	1777156530661	1777156532663
USER	Login - 200 Concurrentes	1397	END	1777156530736	1777156532663
USER	Login - 200 Concurrentes	1935	START	1777156532663	1777156532663
USER	Login - 200 Concurrentes	1936	START	1777156532663	1777156532663
REQUEST	1071		login-peak	1777156526485	1777156532667	OK	 
USER	Login - 200 Concurrentes	1071	END	1777156526485	1777156532667
USER	Login - 200 Concurrentes	1937	START	1777156532667	1777156532667
REQUEST	1384		login-peak	1777156530696	1777156532668	OK	 
REQUEST	1055		login-peak	1777156526462	1777156532668	OK	 
USER	Login - 200 Concurrentes	1384	END	1777156530696	1777156532668
USER	Login - 200 Concurrentes	1055	END	1777156526462	1777156532669
USER	Login - 200 Concurrentes	1938	START	1777156532669	1777156532669
USER	Login - 200 Concurrentes	1939	START	1777156532669	1777156532669
REQUEST	1425		login-peak	1777156530831	1777156532670	OK	 
USER	Login - 200 Concurrentes	1425	END	1777156530831	1777156532670
USER	Login - 200 Concurrentes	1940	START	1777156532670	1777156532670
REQUEST	1400		login-peak	1777156530743	1777156532671	OK	 
USER	Login - 200 Concurrentes	1400	END	1777156530743	1777156532672
USER	Login - 200 Concurrentes	1941	START	1777156532672	1777156532672
REQUEST	1335		login-peak	1777156530609	1777156532672	OK	 
USER	Login - 200 Concurrentes	1335	END	1777156530608	1777156532672
USER	Login - 200 Concurrentes	1942	START	1777156532672	1777156532672
REQUEST	1067		login-peak	1777156526481	1777156532673	OK	 
USER	Login - 200 Concurrentes	1067	END	1777156526480	1777156532673
USER	Login - 200 Concurrentes	1943	START	1777156532673	1777156532673
REQUEST	1133		login-peak	1777156529567	1777156532674	OK	 
REQUEST	1325		login-peak	1777156530597	1777156532676	OK	 
REQUEST	1333		login-peak	1777156530608	1777156532676	OK	 
USER	Login - 200 Concurrentes	1133	END	1777156529564	1777156532676
USER	Login - 200 Concurrentes	1325	END	1777156530597	1777156532676
USER	Login - 200 Concurrentes	1333	END	1777156530607	1777156532676
USER	Login - 200 Concurrentes	1944	START	1777156532676	1777156532676
USER	Login - 200 Concurrentes	1946	START	1777156532676	1777156532676
USER	Login - 200 Concurrentes	1945	START	1777156532676	1777156532676
REQUEST	1254		login-peak	1777156530392	1777156532677	OK	 
USER	Login - 200 Concurrentes	1254	END	1777156530391	1777156532677
USER	Login - 200 Concurrentes	1947	START	1777156532677	1777156532677
REQUEST	1023		login-peak	1777156526412	1777156532678	OK	 
REQUEST	1385		login-peak	1777156530699	1777156532678	OK	 
USER	Login - 200 Concurrentes	1385	END	1777156530699	1777156532678
USER	Login - 200 Concurrentes	1948	START	1777156532679	1777156532679
REQUEST	1030		login-peak	1777156526426	1777156532679	OK	 
USER	Login - 200 Concurrentes	1030	END	1777156526425	1777156532680
USER	Login - 200 Concurrentes	1949	START	1777156532680	1777156532680
USER	Login - 200 Concurrentes	1023	END	1777156526412	1777156532680
USER	Login - 200 Concurrentes	1950	START	1777156532680	1777156532680
REQUEST	1341		login-peak	1777156530615	1777156532683	OK	 
USER	Login - 200 Concurrentes	1341	END	1777156530615	1777156532684
USER	Login - 200 Concurrentes	1951	START	1777156532684	1777156532684
REQUEST	1324		login-peak	1777156530594	1777156532684	OK	 
USER	Login - 200 Concurrentes	1324	END	1777156530594	1777156532684
USER	Login - 200 Concurrentes	1952	START	1777156532684	1777156532684
REQUEST	1277		login-peak	1777156530465	1777156532685	OK	 
USER	Login - 200 Concurrentes	1277	END	1777156530464	1777156532686
USER	Login - 200 Concurrentes	1953	START	1777156532686	1777156532686
