ASSERTION	AAMAAQxsb2dpbi1ub3JtYWwDAAEEAAAAAAAAwFdAAQAAAAAAAECvQA==
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.LoginTest	logintest	1777156495699	 	3.3.1
USER	Login - 100 Concurrentes	1003	START	1777156499565	1777156499565
REQUEST	917		login-normal	1777156499417	1777156499566	OK	 
USER	Login - 100 Concurrentes	917	END	1777156499417	1777156499567
USER	Login - 100 Concurrentes	1004	START	1777156499567	1777156499567
REQUEST	916		login-normal	1777156499413	1777156499568	OK	 
USER	Login - 100 Concurrentes	916	END	1777156499412	1777156499568
USER	Login - 100 Concurrentes	1005	START	1777156499568	1777156499568
REQUEST	863		login-normal	1777156499322	1777156499571	OK	 
REQUEST	930		login-normal	1777156499439	1777156499572	OK	 
REQUEST	904		login-normal	1777156499391	1777156499572	OK	 
REQUEST	870		login-normal	1777156499327	1777156499573	OK	 
USER	Login - 100 Concurrentes	863	END	1777156499322	1777156499572
USER	Login - 100 Concurrentes	930	END	1777156499439	1777156499572
USER	Login - 100 Concurrentes	904	END	1777156499391	1777156499573
USER	Login - 100 Concurrentes	870	END	1777156499327	1777156499573
USER	Login - 100 Concurrentes	1006	START	1777156499574	1777156499574
USER	Login - 100 Concurrentes	1008	START	1777156499574	1777156499574
USER	Login - 100 Concurrentes	1007	START	1777156499574	1777156499574
REQUEST	849		login-normal	1777156499291	1777156499575	OK	 
USER	Login - 100 Concurrentes	849	END	1777156499290	1777156499575
USER	Login - 100 Concurrentes	1010	START	1777156499575	1777156499575
REQUEST	925		login-normal	1777156499424	1777156499578	OK	 
USER	Login - 100 Concurrentes	1009	START	1777156499574	1777156499574
USER	Login - 100 Concurrentes	925	END	1777156499424	1777156499578
USER	Login - 100 Concurrentes	1011	START	1777156499579	1777156499579
REQUEST	873		login-normal	1777156499329	1777156499579	OK	 
USER	Login - 100 Concurrentes	873	END	1777156499329	1777156499581
REQUEST	858		login-normal	1777156499309	1777156499581	OK	 
USER	Login - 100 Concurrentes	858	END	1777156499308	1777156499582
USER	Login - 100 Concurrentes	1012	START	1777156499581	1777156499581
REQUEST	939		login-normal	1777156499452	1777156499580	OK	 
USER	Login - 100 Concurrentes	1013	START	1777156499582	1777156499582
USER	Login - 100 Concurrentes	939	END	1777156499452	1777156499582
USER	Login - 100 Concurrentes	1014	START	1777156499583	1777156499583
REQUEST	853		login-normal	1777156499298	1777156499584	OK	 
REQUEST	929		login-normal	1777156499439	1777156499586	OK	 
USER	Login - 100 Concurrentes	853	END	1777156499298	1777156499586
USER	Login - 100 Concurrentes	1015	START	1777156499586	1777156499586
USER	Login - 100 Concurrentes	929	END	1777156499439	1777156499586
USER	Login - 100 Concurrentes	1016	START	1777156499587	1777156499587
REQUEST	857		login-normal	1777156499308	1777156499586	OK	 
USER	Login - 100 Concurrentes	857	END	1777156499308	1777156499589
USER	Login - 100 Concurrentes	1017	START	1777156499589	1777156499589
REQUEST	908		login-normal	1777156499399	1777156499589	OK	 
USER	Login - 100 Concurrentes	908	END	1777156499399	1777156499589
USER	Login - 100 Concurrentes	1018	START	1777156499590	1777156499590
REQUEST	934		login-normal	1777156499442	1777156499588	OK	 
USER	Login - 100 Concurrentes	934	END	1777156499442	1777156499590
REQUEST	935		login-normal	1777156499445	1777156499590	OK	 
USER	Login - 100 Concurrentes	1019	START	1777156499590	1777156499590
REQUEST	931		login-normal	1777156499439	1777156499591	OK	 
USER	Login - 100 Concurrentes	935	END	1777156499445	1777156499591
USER	Login - 100 Concurrentes	1020	START	1777156499591	1777156499591
USER	Login - 100 Concurrentes	931	END	1777156499439	1777156499592
USER	Login - 100 Concurrentes	1021	START	1777156499592	1777156499592
REQUEST	928		login-normal	1777156499432	1777156499593	OK	 
USER	Login - 100 Concurrentes	928	END	1777156499431	1777156499593
REQUEST	938		login-normal	1777156499450	1777156499593	OK	 
USER	Login - 100 Concurrentes	938	END	1777156499450	1777156499594
USER	Login - 100 Concurrentes	1023	START	1777156499594	1777156499594
USER	Login - 100 Concurrentes	1022	START	1777156499594	1777156499594
REQUEST	943		login-normal	1777156499465	1777156499593	OK	 
USER	Login - 100 Concurrentes	943	END	1777156499464	1777156499595
USER	Login - 100 Concurrentes	1024	START	1777156499595	1777156499595
REQUEST	920		login-normal	1777156499423	1777156499597	OK	 
USER	Login - 100 Concurrentes	920	END	1777156499423	1777156499597
USER	Login - 100 Concurrentes	1025	START	1777156499597	1777156499597
REQUEST	950		login-normal	1777156499478	1777156499601	OK	 
USER	Login - 100 Concurrentes	950	END	1777156499474	1777156499601
REQUEST	953		login-normal	1777156499482	1777156499601	OK	 
USER	Login - 100 Concurrentes	1026	START	1777156499601	1777156499601
USER	Login - 100 Concurrentes	953	END	1777156499482	1777156499602
USER	Login - 100 Concurrentes	1027	START	1777156499602	1777156499602
REQUEST	933		login-normal	1777156499441	1777156499602	OK	 
USER	Login - 100 Concurrentes	933	END	1777156499441	1777156499603
REQUEST	945		login-normal	1777156499469	1777156499603	OK	 
USER	Login - 100 Concurrentes	1028	START	1777156499603	1777156499603
REQUEST	947		login-normal	1777156499471	1777156499603	OK	 
USER	Login - 100 Concurrentes	947	END	1777156499471	1777156499603
REQUEST	855		login-normal	1777156499300	1777156499604	OK	 
USER	Login - 100 Concurrentes	1029	START	1777156499604	1777156499604
USER	Login - 100 Concurrentes	855	END	1777156499299	1777156499604
USER	Login - 100 Concurrentes	1030	START	1777156499604	1777156499604
REQUEST	924		login-normal	1777156499424	1777156499605	OK	 
USER	Login - 100 Concurrentes	924	END	1777156499424	1777156499606
USER	Login - 100 Concurrentes	1031	START	1777156499606	1777156499606
USER	Login - 100 Concurrentes	945	END	1777156499468	1777156499606
USER	Login - 100 Concurrentes	1032	START	1777156499606	1777156499606
REQUEST	949		login-normal	1777156499478	1777156499607	OK	 
USER	Login - 100 Concurrentes	949	END	1777156499474	1777156499607
USER	Login - 100 Concurrentes	1033	START	1777156499607	1777156499607
REQUEST	948		login-normal	1777156499478	1777156499608	OK	 
USER	Login - 100 Concurrentes	948	END	1777156499474	1777156499608
USER	Login - 100 Concurrentes	1034	START	1777156499608	1777156499608
REQUEST	956		login-normal	1777156499486	1777156499611	OK	 
USER	Login - 100 Concurrentes	956	END	1777156499486	1777156499612
USER	Login - 100 Concurrentes	1035	START	1777156499612	1777156499612
REQUEST	895		login-normal	1777156499371	1777156499615	OK	 
REQUEST	898		login-normal	1777156499383	1777156499616	OK	 
USER	Login - 100 Concurrentes	895	END	1777156499371	1777156499616
USER	Login - 100 Concurrentes	898	END	1777156499381	1777156499617
USER	Login - 100 Concurrentes	1036	START	1777156499617	1777156499617
REQUEST	960		login-normal	1777156499494	1777156499617	OK	 
USER	Login - 100 Concurrentes	1037	START	1777156499617	1777156499617
USER	Login - 100 Concurrentes	960	END	1777156499493	1777156499618
USER	Login - 100 Concurrentes	1038	START	1777156499618	1777156499618
REQUEST	964		login-normal	1777156499502	1777156499619	OK	 
USER	Login - 100 Concurrentes	964	END	1777156499501	1777156499619
USER	Login - 100 Concurrentes	1039	START	1777156499620	1777156499620
REQUEST	876		login-normal	1777156499338	1777156499625	OK	 
USER	Login - 100 Concurrentes	876	END	1777156499337	1777156499625
REQUEST	888		login-normal	1777156499357	1777156499625	OK	 
USER	Login - 100 Concurrentes	888	END	1777156499356	1777156499625
REQUEST	967		login-normal	1777156499506	1777156499625	OK	 
USER	Login - 100 Concurrentes	1041	START	1777156499625	1777156499625
USER	Login - 100 Concurrentes	967	END	1777156499506	1777156499626
USER	Login - 100 Concurrentes	1042	START	1777156499626	1777156499626
USER	Login - 100 Concurrentes	1040	START	1777156499625	1777156499625
REQUEST	974		login-normal	1777156499517	1777156499628	OK	 
USER	Login - 100 Concurrentes	974	END	1777156499517	1777156499628
USER	Login - 100 Concurrentes	1043	START	1777156499629	1777156499629
REQUEST	975		login-normal	1777156499518	1777156499641	OK	 
REQUEST	971		login-normal	1777156499510	1777156499641	OK	 
USER	Login - 100 Concurrentes	975	END	1777156499518	1777156499641
USER	Login - 100 Concurrentes	1044	START	1777156499642	1777156499642
USER	Login - 100 Concurrentes	971	END	1777156499510	1777156499641
USER	Login - 100 Concurrentes	1045	START	1777156499642	1777156499642
REQUEST	923		login-normal	1777156499424	1777156499654	OK	 
REQUEST	892		login-normal	1777156499366	1777156499655	OK	 
USER	Login - 100 Concurrentes	923	END	1777156499423	1777156499655
USER	Login - 100 Concurrentes	892	END	1777156499366	1777156499655
REQUEST	901		login-normal	1777156499384	1777156499655	OK	 
USER	Login - 100 Concurrentes	1046	START	1777156499655	1777156499655
USER	Login - 100 Concurrentes	1047	START	1777156499657	1777156499657
USER	Login - 100 Concurrentes	901	END	1777156499384	1777156499657
USER	Login - 100 Concurrentes	1048	START	1777156499657	1777156499657
REQUEST	982		login-normal	1777156499530	1777156499661	OK	 
USER	Login - 100 Concurrentes	982	END	1777156499530	1777156499661
USER	Login - 100 Concurrentes	1049	START	1777156499661	1777156499661
REQUEST	926		login-normal	1777156499427	1777156499662	OK	 
USER	Login - 100 Concurrentes	926	END	1777156499427	1777156499662
USER	Login - 100 Concurrentes	1050	START	1777156499663	1777156499663
REQUEST	897		login-normal	1777156499376	1777156499664	OK	 
USER	Login - 100 Concurrentes	897	END	1777156499375	1777156499664
USER	Login - 100 Concurrentes	1051	START	1777156499664	1777156499664
REQUEST	990		login-normal	1777156499542	1777156499668	OK	 
USER	Login - 100 Concurrentes	990	END	1777156499541	1777156499669
USER	Login - 100 Concurrentes	1052	START	1777156499669	1777156499669
REQUEST	1001		login-normal	1777156499563	1777156499676	OK	 
USER	Login - 100 Concurrentes	1001	END	1777156499563	1777156499676
USER	Login - 100 Concurrentes	1053	START	1777156499676	1777156499676
REQUEST	1004		login-normal	1777156499567	1777156499684	OK	 
USER	Login - 100 Concurrentes	1004	END	1777156499567	1777156499684
USER	Login - 100 Concurrentes	1054	START	1777156499684	1777156499684
REQUEST	1002		login-normal	1777156499565	1777156499696	OK	 
USER	Login - 100 Concurrentes	1002	END	1777156499564	1777156499697
USER	Login - 100 Concurrentes	1055	START	1777156499697	1777156499697
REQUEST	1013		login-normal	1777156499582	1777156499698	OK	 
USER	Login - 100 Concurrentes	1013	END	1777156499582	1777156499698
USER	Login - 100 Concurrentes	1056	START	1777156499699	1777156499699
REQUEST	1033		login-normal	1777156499608	1777156499725	OK	 
USER	Login - 100 Concurrentes	1033	END	1777156499607	1777156499728
USER	Login - 100 Concurrentes	1057	START	1777156499728	1777156499728
REQUEST	940		login-normal	1777156499452	1777156500097	OK	 
USER	Login - 100 Concurrentes	940	END	1777156499452	1777156500098
USER	Login - 100 Concurrentes	1058	START	1777156500098	1777156500098
REQUEST	992		login-normal	1777156499547	1777156500101	OK	 
USER	Login - 100 Concurrentes	992	END	1777156499546	1777156500101
USER	Login - 100 Concurrentes	1059	START	1777156500101	1777156500101
REQUEST	973		login-normal	1777156499513	1777156500636	OK	 
USER	Login - 100 Concurrentes	973	END	1777156499512	1777156500638
USER	Login - 100 Concurrentes	1060	START	1777156500638	1777156500638
REQUEST	1016		login-normal	1777156499587	1777156502798	OK	 
USER	Login - 100 Concurrentes	1016	END	1777156499587	1777156502802
USER	Login - 100 Concurrentes	1061	START	1777156502802	1777156502802
REQUEST	1017		login-normal	1777156499589	1777156502809	OK	 
REQUEST	1021		login-normal	1777156499592	1777156502812	OK	 
USER	Login - 100 Concurrentes	1017	END	1777156499589	1777156502812
USER	Login - 100 Concurrentes	1021	END	1777156499592	1777156502812
USER	Login - 100 Concurrentes	1063	START	1777156502812	1777156502812
REQUEST	1044		login-normal	1777156499642	1777156502813	OK	 
USER	Login - 100 Concurrentes	1044	END	1777156499642	1777156502814
REQUEST	1018		login-normal	1777156499590	1777156502814	OK	 
REQUEST	1014		login-normal	1777156499583	1777156502814	OK	 
USER	Login - 100 Concurrentes	1018	END	1777156499590	1777156502814
USER	Login - 100 Concurrentes	1065	START	1777156502814	1777156502814
USER	Login - 100 Concurrentes	1064	START	1777156502814	1777156502814
USER	Login - 100 Concurrentes	1062	START	1777156502812	1777156502812
USER	Login - 100 Concurrentes	1014	END	1777156499583	1777156502817
USER	Login - 100 Concurrentes	1066	START	1777156502818	1777156502818
REQUEST	1023		login-normal	1777156499594	1777156502818	OK	 
USER	Login - 100 Concurrentes	1023	END	1777156499594	1777156502819
USER	Login - 100 Concurrentes	1067	START	1777156502820	1777156502820
REQUEST	1047		login-normal	1777156499657	1777156502870	OK	 
USER	Login - 100 Concurrentes	1047	END	1777156499657	1777156502871
USER	Login - 100 Concurrentes	1068	START	1777156502871	1777156502871
REQUEST	1055		login-normal	1777156499697	1777156502872	OK	 
USER	Login - 100 Concurrentes	1055	END	1777156499697	1777156502875
USER	Login - 100 Concurrentes	1069	START	1777156502875	1777156502875
REQUEST	1050		login-normal	1777156499663	1777156502876	OK	 
USER	Login - 100 Concurrentes	1050	END	1777156499663	1777156502877
USER	Login - 100 Concurrentes	1070	START	1777156502877	1777156502877
REQUEST	1024		login-normal	1777156499595	1777156502909	OK	 
USER	Login - 100 Concurrentes	1024	END	1777156499595	1777156502910
USER	Login - 100 Concurrentes	1071	START	1777156502910	1777156502910
REQUEST	1029		login-normal	1777156499604	1777156502911	OK	 
REQUEST	1030		login-normal	1777156499604	1777156502911	OK	 
USER	Login - 100 Concurrentes	1029	END	1777156499604	1777156502911
USER	Login - 100 Concurrentes	1072	START	1777156502911	1777156502911
USER	Login - 100 Concurrentes	1030	END	1777156499604	1777156502911
USER	Login - 100 Concurrentes	1073	START	1777156502912	1777156502912
REQUEST	1038		login-normal	1777156499618	1777156502912	OK	 
USER	Login - 100 Concurrentes	1038	END	1777156499618	1777156502913
USER	Login - 100 Concurrentes	1074	START	1777156502913	1777156502913
REQUEST	1039		login-normal	1777156499620	1777156502933	OK	 
USER	Login - 100 Concurrentes	1039	END	1777156499620	1777156502933
USER	Login - 100 Concurrentes	1075	START	1777156502934	1777156502934
REQUEST	1063		login-normal	1777156502813	1777156502941	OK	 
USER	Login - 100 Concurrentes	1063	END	1777156502812	1777156502942
USER	Login - 100 Concurrentes	1076	START	1777156502943	1777156502943
REQUEST	1070		login-normal	1777156502877	1777156502988	OK	 
REQUEST	1069		login-normal	1777156502875	1777156502989	OK	 
USER	Login - 100 Concurrentes	1070	END	1777156502877	1777156502988
USER	Login - 100 Concurrentes	1069	END	1777156502875	1777156502989
USER	Login - 100 Concurrentes	1077	START	1777156502990	1777156502990
USER	Login - 100 Concurrentes	1078	START	1777156502990	1777156502990
REQUEST	1071		login-normal	1777156502910	1777156503019	OK	 
USER	Login - 100 Concurrentes	1071	END	1777156502910	1777156503020
USER	Login - 100 Concurrentes	1079	START	1777156503020	1777156503020
REQUEST	1074		login-normal	1777156502913	1777156503023	OK	 
USER	Login - 100 Concurrentes	1074	END	1777156502913	1777156503023
REQUEST	1073		login-normal	1777156502912	1777156503023	OK	 
USER	Login - 100 Concurrentes	1080	START	1777156503024	1777156503024
USER	Login - 100 Concurrentes	1073	END	1777156502912	1777156503024
USER	Login - 100 Concurrentes	1081	START	1777156503024	1777156503024
REQUEST	1075		login-normal	1777156502934	1777156503048	OK	 
USER	Login - 100 Concurrentes	1075	END	1777156502934	1777156503050
USER	Login - 100 Concurrentes	1082	START	1777156503050	1777156503050
REQUEST	1076		login-normal	1777156502943	1777156503055	OK	 
USER	Login - 100 Concurrentes	1076	END	1777156502943	1777156503062
USER	Login - 100 Concurrentes	1083	START	1777156503062	1777156503062
REQUEST	1078		login-normal	1777156502992	1777156503119	OK	 
USER	Login - 100 Concurrentes	1078	END	1777156502990	1777156503121
USER	Login - 100 Concurrentes	1084	START	1777156503121	1777156503121
REQUEST	946		login-normal	1777156499470	1777156503133	OK	 
USER	Login - 100 Concurrentes	946	END	1777156499470	1777156503134
USER	Login - 100 Concurrentes	1085	START	1777156503134	1777156503134
REQUEST	998		login-normal	1777156499559	1777156503139	OK	 
USER	Login - 100 Concurrentes	998	END	1777156499559	1777156503139
USER	Login - 100 Concurrentes	1086	START	1777156503139	1777156503139
REQUEST	944		login-normal	1777156499466	1777156503141	OK	 
REQUEST	1010		login-normal	1777156499575	1777156503141	OK	 
USER	Login - 100 Concurrentes	944	END	1777156499466	1777156503141
USER	Login - 100 Concurrentes	1087	START	1777156503142	1777156503142
USER	Login - 100 Concurrentes	1010	END	1777156499575	1777156503142
USER	Login - 100 Concurrentes	1088	START	1777156503142	1777156503142
REQUEST	986		login-normal	1777156499537	1777156503148	OK	 
USER	Login - 100 Concurrentes	986	END	1777156499536	1777156503149
USER	Login - 100 Concurrentes	1089	START	1777156503149	1777156503149
REQUEST	996		login-normal	1777156499553	1777156503151	OK	 
USER	Login - 100 Concurrentes	996	END	1777156499552	1777156503151
USER	Login - 100 Concurrentes	1090	START	1777156503152	1777156503152
REQUEST	1022		login-normal	1777156499594	1777156503156	OK	 
USER	Login - 100 Concurrentes	1022	END	1777156499594	1777156503157
USER	Login - 100 Concurrentes	1091	START	1777156503157	1777156503157
REQUEST	937		login-normal	1777156499448	1777156503158	OK	 
USER	Login - 100 Concurrentes	937	END	1777156499448	1777156503158
USER	Login - 100 Concurrentes	1092	START	1777156503158	1777156503158
REQUEST	1000		login-normal	1777156499561	1777156503161	OK	 
USER	Login - 100 Concurrentes	1000	END	1777156499560	1777156503162
REQUEST	987		login-normal	1777156499537	1777156503162	OK	 
USER	Login - 100 Concurrentes	1093	START	1777156503162	1777156503162
USER	Login - 100 Concurrentes	987	END	1777156499537	1777156503162
USER	Login - 100 Concurrentes	1094	START	1777156503162	1777156503162
REQUEST	969		login-normal	1777156499507	1777156503163	OK	 
USER	Login - 100 Concurrentes	969	END	1777156499507	1777156503163
USER	Login - 100 Concurrentes	1095	START	1777156503163	1777156503163
REQUEST	981		login-normal	1777156499530	1777156503165	OK	 
USER	Login - 100 Concurrentes	981	END	1777156499530	1777156503166
USER	Login - 100 Concurrentes	1096	START	1777156503166	1777156503166
REQUEST	999		login-normal	1777156499560	1777156503167	OK	 
USER	Login - 100 Concurrentes	999	END	1777156499559	1777156503168
USER	Login - 100 Concurrentes	1097	START	1777156503168	1777156503168
REQUEST	1085		login-normal	1777156503134	1777156503241	OK	 
USER	Login - 100 Concurrentes	1085	END	1777156503134	1777156503242
USER	Login - 100 Concurrentes	1098	START	1777156503242	1777156503242
REQUEST	1084		login-normal	1777156503121	1777156503243	OK	 
USER	Login - 100 Concurrentes	1084	END	1777156503121	1777156503243
USER	Login - 100 Concurrentes	1099	START	1777156503244	1777156503244
REQUEST	970		login-normal	1777156499511	1777156503246	OK	 
USER	Login - 100 Concurrentes	970	END	1777156499510	1777156503247
USER	Login - 100 Concurrentes	1100	START	1777156503247	1777156503247
REQUEST	1086		login-normal	1777156503140	1777156503251	OK	 
REQUEST	1046		login-normal	1777156499657	1777156503253	OK	 
USER	Login - 100 Concurrentes	1086	END	1777156503139	1777156503253
USER	Login - 100 Concurrentes	1046	END	1777156499655	1777156503253
USER	Login - 100 Concurrentes	1102	START	1777156503253	1777156503253
USER	Login - 100 Concurrentes	1101	START	1777156503253	1777156503253
REQUEST	936		login-normal	1777156499446	1777156503254	OK	 
USER	Login - 100 Concurrentes	936	END	1777156499446	1777156503254
USER	Login - 100 Concurrentes	1103	START	1777156503254	1777156503254
REQUEST	1087		login-normal	1777156503142	1777156503255	OK	 
USER	Login - 100 Concurrentes	1087	END	1777156503142	1777156503255
USER	Login - 100 Concurrentes	1104	START	1777156503255	1777156503255
REQUEST	958		login-normal	1777156499489	1777156503257	OK	 
USER	Login - 100 Concurrentes	958	END	1777156499489	1777156503258
USER	Login - 100 Concurrentes	1105	START	1777156503258	1777156503258
REQUEST	1042		login-normal	1777156499626	1777156503259	OK	 
USER	Login - 100 Concurrentes	1042	END	1777156499626	1777156503259
REQUEST	977		login-normal	1777156499522	1777156503259	OK	 
USER	Login - 100 Concurrentes	1106	START	1777156503259	1777156503259
REQUEST	994		login-normal	1777156499550	1777156503260	OK	 
USER	Login - 100 Concurrentes	977	END	1777156499521	1777156503260
USER	Login - 100 Concurrentes	1107	START	1777156503260	1777156503260
USER	Login - 100 Concurrentes	994	END	1777156499549	1777156503262
USER	Login - 100 Concurrentes	1108	START	1777156503262	1777156503262
REQUEST	966		login-normal	1777156499506	1777156503263	OK	 
REQUEST	1008		login-normal	1777156499574	1777156503265	OK	 
USER	Login - 100 Concurrentes	966	END	1777156499506	1777156503265
USER	Login - 100 Concurrentes	1109	START	1777156503265	1777156503265
USER	Login - 100 Concurrentes	1008	END	1777156499574	1777156503265
USER	Login - 100 Concurrentes	1110	START	1777156503267	1777156503267
REQUEST	1090		login-normal	1777156503152	1777156503268	OK	 
USER	Login - 100 Concurrentes	1090	END	1777156503152	1777156503268
USER	Login - 100 Concurrentes	1111	START	1777156503268	1777156503268
REQUEST	1060		login-normal	1777156500638	1777156503269	OK	 
USER	Login - 100 Concurrentes	1060	END	1777156500638	1777156503269
REQUEST	1088		login-normal	1777156503143	1777156503269	OK	 
USER	Login - 100 Concurrentes	1112	START	1777156503269	1777156503269
USER	Login - 100 Concurrentes	1088	END	1777156503142	1777156503272
USER	Login - 100 Concurrentes	1113	START	1777156503272	1777156503272
REQUEST	941		login-normal	1777156499453	1777156503273	OK	 
USER	Login - 100 Concurrentes	941	END	1777156499453	1777156503273
REQUEST	965		login-normal	1777156499502	1777156503273	OK	 
USER	Login - 100 Concurrentes	965	END	1777156499501	1777156503273
REQUEST	1089		login-normal	1777156503149	1777156503274	OK	 
USER	Login - 100 Concurrentes	1089	END	1777156503149	1777156503274
USER	Login - 100 Concurrentes	1116	START	1777156503274	1777156503274
USER	Login - 100 Concurrentes	1114	START	1777156503273	1777156503273
USER	Login - 100 Concurrentes	1115	START	1777156503274	1777156503274
REQUEST	955		login-normal	1777156499485	1777156503276	OK	 
REQUEST	963		login-normal	1777156499496	1777156503277	OK	 
REQUEST	1007		login-normal	1777156499574	1777156503278	OK	 
USER	Login - 100 Concurrentes	955	END	1777156499485	1777156503277
USER	Login - 100 Concurrentes	963	END	1777156499496	1777156503278
USER	Login - 100 Concurrentes	1007	END	1777156499574	1777156503278
USER	Login - 100 Concurrentes	1117	START	1777156503279	1777156503279
USER	Login - 100 Concurrentes	1119	START	1777156503280	1777156503280
USER	Login - 100 Concurrentes	1118	START	1777156503280	1777156503280
REQUEST	991		login-normal	1777156499542	1777156503281	OK	 
USER	Login - 100 Concurrentes	991	END	1777156499541	1777156503283
REQUEST	989		login-normal	1777156499540	1777156503283	OK	 
USER	Login - 100 Concurrentes	1120	START	1777156503283	1777156503283
USER	Login - 100 Concurrentes	989	END	1777156499540	1777156503283
REQUEST	961		login-normal	1777156499494	1777156503283	OK	 
USER	Login - 100 Concurrentes	1121	START	1777156503283	1777156503283
USER	Login - 100 Concurrentes	961	END	1777156499494	1777156503284
USER	Login - 100 Concurrentes	1122	START	1777156503284	1777156503284
REQUEST	1095		login-normal	1777156503164	1777156503283	OK	 
USER	Login - 100 Concurrentes	1095	END	1777156503163	1777156503285
USER	Login - 100 Concurrentes	1123	START	1777156503285	1777156503285
REQUEST	1096		login-normal	1777156503166	1777156503286	OK	 
USER	Login - 100 Concurrentes	1096	END	1777156503166	1777156503286
USER	Login - 100 Concurrentes	1124	START	1777156503287	1777156503287
REQUEST	979		login-normal	1777156499523	1777156503287	OK	 
USER	Login - 100 Concurrentes	979	END	1777156499523	1777156503287
USER	Login - 100 Concurrentes	1125	START	1777156503287	1777156503287
REQUEST	1043		login-normal	1777156499629	1777156503289	OK	 
USER	Login - 100 Concurrentes	1043	END	1777156499629	1777156503289
USER	Login - 100 Concurrentes	1126	START	1777156503291	1777156503291
REQUEST	1015		login-normal	1777156499586	1777156503289	OK	 
USER	Login - 100 Concurrentes	1015	END	1777156499586	1777156503295
USER	Login - 100 Concurrentes	1127	START	1777156503296	1777156503296
REQUEST	1035		login-normal	1777156499612	1777156503298	OK	 
USER	Login - 100 Concurrentes	1035	END	1777156499612	1777156503305
USER	Login - 100 Concurrentes	1128	START	1777156503308	1777156503308
REQUEST	1099		login-normal	1777156503244	1777156503356	OK	 
USER	Login - 100 Concurrentes	1099	END	1777156503244	1777156503356
USER	Login - 100 Concurrentes	1129	START	1777156503356	1777156503356
REQUEST	1100		login-normal	1777156503247	1777156503357	OK	 
USER	Login - 100 Concurrentes	1100	END	1777156503247	1777156503357
USER	Login - 100 Concurrentes	1130	START	1777156503359	1777156503359
REQUEST	1098		login-normal	1777156503242	1777156503361	OK	 
USER	Login - 100 Concurrentes	1098	END	1777156503242	1777156503361
USER	Login - 100 Concurrentes	1131	START	1777156503361	1777156503361
REQUEST	1104		login-normal	1777156503256	1777156503366	OK	 
USER	Login - 100 Concurrentes	1104	END	1777156503255	1777156503366
USER	Login - 100 Concurrentes	1132	START	1777156503367	1777156503367
REQUEST	1101		login-normal	1777156503253	1777156503368	OK	 
USER	Login - 100 Concurrentes	1101	END	1777156503253	1777156503368
USER	Login - 100 Concurrentes	1133	START	1777156503368	1777156503368
REQUEST	1102		login-normal	1777156503253	1777156503368	OK	 
USER	Login - 100 Concurrentes	1102	END	1777156503253	1777156503369
USER	Login - 100 Concurrentes	1134	START	1777156503370	1777156503370
REQUEST	1108		login-normal	1777156503262	1777156503374	OK	 
USER	Login - 100 Concurrentes	1108	END	1777156503262	1777156503375
USER	Login - 100 Concurrentes	1135	START	1777156503375	1777156503375
REQUEST	1106		login-normal	1777156503260	1777156503376	OK	 
USER	Login - 100 Concurrentes	1106	END	1777156503259	1777156503376
USER	Login - 100 Concurrentes	1136	START	1777156503376	1777156503376
REQUEST	1118		login-normal	1777156503280	1777156503390	OK	 
USER	Login - 100 Concurrentes	1118	END	1777156503280	1777156503391
USER	Login - 100 Concurrentes	1137	START	1777156503391	1777156503391
REQUEST	1111		login-normal	1777156503268	1777156503392	OK	 
USER	Login - 100 Concurrentes	1111	END	1777156503268	1777156503393
REQUEST	1116		login-normal	1777156503274	1777156503393	OK	 
USER	Login - 100 Concurrentes	1138	START	1777156503393	1777156503393
USER	Login - 100 Concurrentes	1116	END	1777156503274	1777156503394
USER	Login - 100 Concurrentes	1139	START	1777156503394	1777156503394
REQUEST	1107		login-normal	1777156503261	1777156503395	OK	 
REQUEST	1113		login-normal	1777156503272	1777156503395	OK	 
USER	Login - 100 Concurrentes	1113	END	1777156503272	1777156503395
USER	Login - 100 Concurrentes	1140	START	1777156503395	1777156503395
USER	Login - 100 Concurrentes	1107	END	1777156503260	1777156503397
USER	Login - 100 Concurrentes	1141	START	1777156503397	1777156503397
REQUEST	1125		login-normal	1777156503288	1777156503417	OK	 
USER	Login - 100 Concurrentes	1125	END	1777156503287	1777156503417
USER	Login - 100 Concurrentes	1142	START	1777156503418	1777156503418
REQUEST	1127		login-normal	1777156503296	1777156503420	OK	 
USER	Login - 100 Concurrentes	1127	END	1777156503296	1777156503420
USER	Login - 100 Concurrentes	1143	START	1777156503420	1777156503420
REQUEST	1130		login-normal	1777156503360	1777156503466	OK	 
USER	Login - 100 Concurrentes	1130	END	1777156503359	1777156503467
USER	Login - 100 Concurrentes	1144	START	1777156503467	1777156503467
REQUEST	1129		login-normal	1777156503357	1777156503472	OK	 
USER	Login - 100 Concurrentes	1129	END	1777156503356	1777156503472
USER	Login - 100 Concurrentes	1145	START	1777156503472	1777156503472
REQUEST	1133		login-normal	1777156503368	1777156503474	OK	 
USER	Login - 100 Concurrentes	1133	END	1777156503368	1777156503474
USER	Login - 100 Concurrentes	1146	START	1777156503474	1777156503474
REQUEST	1134		login-normal	1777156503370	1777156503478	OK	 
USER	Login - 100 Concurrentes	1134	END	1777156503370	1777156503479
USER	Login - 100 Concurrentes	1147	START	1777156503479	1777156503479
