ASSERTION	AAMAAQxsb2dpbi1ub3JtYWwDAAEEAAAAAAAAwFdAAQAAAAAAAECvQA==
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.LoginTest	logintest	1777156495699	 	3.3.1
USER	Login - 100 Concurrentes	1631	START	1777156505093	1777156505093
REQUEST	1602		login-normal	1777156504987	1777156505097	OK	 
USER	Login - 100 Concurrentes	1602	END	1777156504986	1777156505098
USER	Login - 100 Concurrentes	1633	START	1777156505098	1777156505098
REQUEST	1599		login-normal	1777156504976	1777156505098	OK	 
USER	Login - 100 Concurrentes	1599	END	1777156504975	1777156505099
USER	Login - 100 Concurrentes	1634	START	1777156505099	1777156505099
REQUEST	1600		login-normal	1777156504980	1777156505096	OK	 
USER	Login - 100 Concurrentes	1600	END	1777156504980	1777156505099
REQUEST	1605		login-normal	1777156504990	1777156505100	OK	 
USER	Login - 100 Concurrentes	1605	END	1777156504990	1777156505100
USER	Login - 100 Concurrentes	1636	START	1777156505100	1777156505100
USER	Login - 100 Concurrentes	1635	START	1777156505100	1777156505100
REQUEST	1606		login-normal	1777156504991	1777156505107	OK	 
USER	Login - 100 Concurrentes	1606	END	1777156504991	1777156505108
USER	Login - 100 Concurrentes	1637	START	1777156505108	1777156505108
REQUEST	1603		login-normal	1777156504987	1777156505108	OK	 
USER	Login - 100 Concurrentes	1603	END	1777156504987	1777156505109
USER	Login - 100 Concurrentes	1638	START	1777156505109	1777156505109
REQUEST	1604		login-normal	1777156504988	1777156505113	OK	 
REQUEST	1608		login-normal	1777156504999	1777156505115	OK	 
USER	Login - 100 Concurrentes	1604	END	1777156504988	1777156505115
USER	Login - 100 Concurrentes	1608	END	1777156504999	1777156505115
USER	Login - 100 Concurrentes	1639	START	1777156505116	1777156505116
USER	Login - 100 Concurrentes	1640	START	1777156505116	1777156505116
REQUEST	1610		login-normal	1777156505002	1777156505116	OK	 
USER	Login - 100 Concurrentes	1610	END	1777156505002	1777156505117
USER	Login - 100 Concurrentes	1641	START	1777156505118	1777156505118
REQUEST	1601		login-normal	1777156504986	1777156505118	OK	 
REQUEST	1609		login-normal	1777156505002	1777156505118	OK	 
USER	Login - 100 Concurrentes	1601	END	1777156504986	1777156505118
USER	Login - 100 Concurrentes	1642	START	1777156505118	1777156505118
USER	Login - 100 Concurrentes	1609	END	1777156505001	1777156505119
USER	Login - 100 Concurrentes	1643	START	1777156505119	1777156505119
REQUEST	1614		login-normal	1777156505011	1777156505123	OK	 
USER	Login - 100 Concurrentes	1614	END	1777156505011	1777156505124
USER	Login - 100 Concurrentes	1644	START	1777156505124	1777156505124
REQUEST	1612		login-normal	1777156505003	1777156505125	OK	 
USER	Login - 100 Concurrentes	1612	END	1777156505002	1777156505125
USER	Login - 100 Concurrentes	1645	START	1777156505125	1777156505125
REQUEST	1616		login-normal	1777156505015	1777156505126	OK	 
USER	Login - 100 Concurrentes	1616	END	1777156505015	1777156505126
USER	Login - 100 Concurrentes	1646	START	1777156505126	1777156505126
REQUEST	1613		login-normal	1777156505011	1777156505127	OK	 
USER	Login - 100 Concurrentes	1613	END	1777156505010	1777156505128
USER	Login - 100 Concurrentes	1647	START	1777156505128	1777156505128
REQUEST	1618		login-normal	1777156505017	1777156505131	OK	 
REQUEST	1611		login-normal	1777156505002	1777156505132	OK	 
USER	Login - 100 Concurrentes	1618	END	1777156505017	1777156505132
USER	Login - 100 Concurrentes	1611	END	1777156505002	1777156505132
USER	Login - 100 Concurrentes	1649	START	1777156505132	1777156505132
USER	Login - 100 Concurrentes	1648	START	1777156505134	1777156505134
REQUEST	1617		login-normal	1777156505017	1777156505135	OK	 
USER	Login - 100 Concurrentes	1617	END	1777156505017	1777156505135
USER	Login - 100 Concurrentes	1650	START	1777156505135	1777156505135
REQUEST	1619		login-normal	1777156505018	1777156505136	OK	 
USER	Login - 100 Concurrentes	1619	END	1777156505018	1777156505137
USER	Login - 100 Concurrentes	1651	START	1777156505137	1777156505137
REQUEST	1327		login-normal	1777156504105	1777156505138	OK	 
USER	Login - 100 Concurrentes	1327	END	1777156504105	1777156505138
USER	Login - 100 Concurrentes	1652	START	1777156505138	1777156505138
REQUEST	1615		login-normal	1777156505015	1777156505138	OK	 
USER	Login - 100 Concurrentes	1615	END	1777156505015	1777156505141
REQUEST	1295		login-normal	1777156504028	1777156505141	OK	 
USER	Login - 100 Concurrentes	1295	END	1777156504028	1777156505141
USER	Login - 100 Concurrentes	1653	START	1777156505141	1777156505141
USER	Login - 100 Concurrentes	1654	START	1777156505141	1777156505141
REQUEST	1607		login-normal	1777156504999	1777156505143	OK	 
USER	Login - 100 Concurrentes	1607	END	1777156504999	1777156505143
USER	Login - 100 Concurrentes	1655	START	1777156505145	1777156505145
REQUEST	1429		login-normal	1777156504315	1777156505154	OK	 
USER	Login - 100 Concurrentes	1429	END	1777156504315	1777156505155
USER	Login - 100 Concurrentes	1656	START	1777156505155	1777156505155
REQUEST	1329		login-normal	1777156504106	1777156505156	OK	 
USER	Login - 100 Concurrentes	1329	END	1777156504106	1777156505156
USER	Login - 100 Concurrentes	1657	START	1777156505157	1777156505157
REQUEST	1433		login-normal	1777156504323	1777156505178	OK	 
USER	Login - 100 Concurrentes	1433	END	1777156504323	1777156505178
REQUEST	1330		login-normal	1777156504107	1777156505179	OK	 
USER	Login - 100 Concurrentes	1330	END	1777156504107	1777156505179
USER	Login - 100 Concurrentes	1659	START	1777156505179	1777156505179
USER	Login - 100 Concurrentes	1658	START	1777156505178	1777156505178
REQUEST	1321		login-normal	1777156504087	1777156505180	OK	 
USER	Login - 100 Concurrentes	1321	END	1777156504087	1777156505180
USER	Login - 100 Concurrentes	1660	START	1777156505180	1777156505180
REQUEST	1366		login-normal	1777156504179	1777156505181	OK	 
USER	Login - 100 Concurrentes	1366	END	1777156504179	1777156505182
USER	Login - 100 Concurrentes	1661	START	1777156505182	1777156505182
REQUEST	1621		login-normal	1777156505034	1777156505182	OK	 
USER	Login - 100 Concurrentes	1621	END	1777156505034	1777156505183
USER	Login - 100 Concurrentes	1662	START	1777156505183	1777156505183
REQUEST	1424		login-normal	1777156504307	1777156505190	OK	 
USER	Login - 100 Concurrentes	1424	END	1777156504307	1777156505190
USER	Login - 100 Concurrentes	1663	START	1777156505191	1777156505191
REQUEST	1319		login-normal	1777156504083	1777156505191	OK	 
USER	Login - 100 Concurrentes	1319	END	1777156504083	1777156505191
USER	Login - 100 Concurrentes	1664	START	1777156505191	1777156505191
REQUEST	1388		login-normal	1777156504237	1777156505192	OK	 
REQUEST	1423		login-normal	1777156504306	1777156505192	OK	 
USER	Login - 100 Concurrentes	1388	END	1777156504237	1777156505192
USER	Login - 100 Concurrentes	1665	START	1777156505192	1777156505192
USER	Login - 100 Concurrentes	1423	END	1777156504306	1777156505193
USER	Login - 100 Concurrentes	1666	START	1777156505193	1777156505193
REQUEST	1339		login-normal	1777156504123	1777156505195	OK	 
USER	Login - 100 Concurrentes	1339	END	1777156504123	1777156505196
USER	Login - 100 Concurrentes	1667	START	1777156505196	1777156505196
REQUEST	1323		login-normal	1777156504093	1777156505202	OK	 
USER	Login - 100 Concurrentes	1323	END	1777156504093	1777156505202
USER	Login - 100 Concurrentes	1668	START	1777156505202	1777156505202
REQUEST	1434		login-normal	1777156504324	1777156505202	OK	 
USER	Login - 100 Concurrentes	1434	END	1777156504324	1777156505202
USER	Login - 100 Concurrentes	1669	START	1777156505203	1777156505203
REQUEST	1376		login-normal	1777156504191	1777156505209	OK	 
USER	Login - 100 Concurrentes	1376	END	1777156504191	1777156505209
USER	Login - 100 Concurrentes	1670	START	1777156505210	1777156505210
REQUEST	1335		login-normal	1777156504121	1777156505211	OK	 
USER	Login - 100 Concurrentes	1335	END	1777156504120	1777156505212
USER	Login - 100 Concurrentes	1671	START	1777156505213	1777156505213
REQUEST	1435		login-normal	1777156504325	1777156505215	OK	 
USER	Login - 100 Concurrentes	1435	END	1777156504324	1777156505216
USER	Login - 100 Concurrentes	1672	START	1777156505216	1777156505216
REQUEST	1419		login-normal	1777156504302	1777156505219	OK	 
USER	Login - 100 Concurrentes	1419	END	1777156504301	1777156505219
USER	Login - 100 Concurrentes	1673	START	1777156505220	1777156505220
REQUEST	1427		login-normal	1777156504313	1777156505220	OK	 
USER	Login - 100 Concurrentes	1427	END	1777156504313	1777156505220
USER	Login - 100 Concurrentes	1674	START	1777156505221	1777156505221
REQUEST	1367		login-normal	1777156504180	1777156505221	OK	 
REQUEST	1343		login-normal	1777156504134	1777156505223	OK	 
USER	Login - 100 Concurrentes	1367	END	1777156504180	1777156505223
USER	Login - 100 Concurrentes	1343	END	1777156504134	1777156505223
USER	Login - 100 Concurrentes	1675	START	1777156505225	1777156505225
USER	Login - 100 Concurrentes	1676	START	1777156505226	1777156505226
REQUEST	1631		login-normal	1777156505093	1777156505226	OK	 
USER	Login - 100 Concurrentes	1631	END	1777156505093	1777156505227
USER	Login - 100 Concurrentes	1677	START	1777156505227	1777156505227
REQUEST	1636		login-normal	1777156505100	1777156505231	OK	 
USER	Login - 100 Concurrentes	1636	END	1777156505100	1777156505231
REQUEST	1628		login-normal	1777156505077	1777156505231	OK	 
USER	Login - 100 Concurrentes	1628	END	1777156505076	1777156505231
USER	Login - 100 Concurrentes	1679	START	1777156505231	1777156505231
USER	Login - 100 Concurrentes	1678	START	1777156505231	1777156505231
REQUEST	1630		login-normal	1777156505079	1777156505236	OK	 
REQUEST	1644		login-normal	1777156505124	1777156505236	OK	 
USER	Login - 100 Concurrentes	1630	END	1777156505079	1777156505237
USER	Login - 100 Concurrentes	1680	START	1777156505237	1777156505237
REQUEST	1646		login-normal	1777156505126	1777156505237	OK	 
USER	Login - 100 Concurrentes	1646	END	1777156505126	1777156505237
USER	Login - 100 Concurrentes	1681	START	1777156505237	1777156505237
REQUEST	1306		login-normal	1777156504056	1777156505241	OK	 
USER	Login - 100 Concurrentes	1644	END	1777156505124	1777156505240
USER	Login - 100 Concurrentes	1306	END	1777156504055	1777156505241
USER	Login - 100 Concurrentes	1683	START	1777156505241	1777156505241
USER	Login - 100 Concurrentes	1682	START	1777156505241	1777156505241
REQUEST	1643		login-normal	1777156505119	1777156505242	OK	 
USER	Login - 100 Concurrentes	1643	END	1777156505119	1777156505242
USER	Login - 100 Concurrentes	1684	START	1777156505242	1777156505242
REQUEST	1632		login-normal	1777156505093	1777156505247	OK	 
REQUEST	1641		login-normal	1777156505118	1777156505248	OK	 
REQUEST	1645		login-normal	1777156505125	1777156505248	OK	 
REQUEST	1649		login-normal	1777156505133	1777156505248	OK	 
USER	Login - 100 Concurrentes	1632	END	1777156505093	1777156505247
USER	Login - 100 Concurrentes	1685	START	1777156505249	1777156505249
USER	Login - 100 Concurrentes	1641	END	1777156505118	1777156505248
USER	Login - 100 Concurrentes	1686	START	1777156505249	1777156505249
USER	Login - 100 Concurrentes	1645	END	1777156505125	1777156505248
USER	Login - 100 Concurrentes	1687	START	1777156505249	1777156505249
USER	Login - 100 Concurrentes	1649	END	1777156505132	1777156505248
REQUEST	1648		login-normal	1777156505134	1777156505250	OK	 
USER	Login - 100 Concurrentes	1648	END	1777156505134	1777156505250
USER	Login - 100 Concurrentes	1688	START	1777156505250	1777156505250
USER	Login - 100 Concurrentes	1689	START	1777156505250	1777156505250
REQUEST	1651		login-normal	1777156505137	1777156505254	OK	 
USER	Login - 100 Concurrentes	1651	END	1777156505137	1777156505254
USER	Login - 100 Concurrentes	1690	START	1777156505254	1777156505254
REQUEST	1650		login-normal	1777156505135	1777156505255	OK	 
REQUEST	1652		login-normal	1777156505138	1777156505256	OK	 
USER	Login - 100 Concurrentes	1650	END	1777156505135	1777156505256
USER	Login - 100 Concurrentes	1652	END	1777156505138	1777156505256
USER	Login - 100 Concurrentes	1691	START	1777156505256	1777156505256
USER	Login - 100 Concurrentes	1692	START	1777156505256	1777156505256
REQUEST	1654		login-normal	1777156505142	1777156505257	OK	 
USER	Login - 100 Concurrentes	1654	END	1777156505141	1777156505257
USER	Login - 100 Concurrentes	1693	START	1777156505257	1777156505257
REQUEST	1653		login-normal	1777156505141	1777156505257	OK	 
USER	Login - 100 Concurrentes	1653	END	1777156505141	1777156505258
USER	Login - 100 Concurrentes	1694	START	1777156505258	1777156505258
REQUEST	1425		login-normal	1777156504308	1777156505262	OK	 
REQUEST	1301		login-normal	1777156504042	1777156505263	OK	 
REQUEST	1381		login-normal	1777156504213	1777156505263	OK	 
USER	Login - 100 Concurrentes	1425	END	1777156504307	1777156505263
USER	Login - 100 Concurrentes	1695	START	1777156505263	1777156505263
USER	Login - 100 Concurrentes	1301	END	1777156504042	1777156505263
REQUEST	1655		login-normal	1777156505145	1777156505263	OK	 
USER	Login - 100 Concurrentes	1696	START	1777156505263	1777156505263
USER	Login - 100 Concurrentes	1655	END	1777156505145	1777156505264
REQUEST	1317		login-normal	1777156504080	1777156505264	OK	 
USER	Login - 100 Concurrentes	1697	START	1777156505264	1777156505264
USER	Login - 100 Concurrentes	1381	END	1777156504213	1777156505264
USER	Login - 100 Concurrentes	1698	START	1777156505264	1777156505264
USER	Login - 100 Concurrentes	1317	END	1777156504080	1777156505264
USER	Login - 100 Concurrentes	1699	START	1777156505264	1777156505264
REQUEST	1657		login-normal	1777156505157	1777156505269	OK	 
USER	Login - 100 Concurrentes	1657	END	1777156505157	1777156505269
REQUEST	1437		login-normal	1777156504343	1777156505269	OK	 
USER	Login - 100 Concurrentes	1700	START	1777156505269	1777156505269
USER	Login - 100 Concurrentes	1437	END	1777156504342	1777156505270
USER	Login - 100 Concurrentes	1701	START	1777156505270	1777156505270
REQUEST	1117		login-normal	1777156503280	1777156505270	OK	 
USER	Login - 100 Concurrentes	1117	END	1777156503279	1777156505270
USER	Login - 100 Concurrentes	1702	START	1777156505271	1777156505271
REQUEST	1438		login-normal	1777156504349	1777156505273	OK	 
USER	Login - 100 Concurrentes	1438	END	1777156504349	1777156505273
USER	Login - 100 Concurrentes	1703	START	1777156505273	1777156505273
REQUEST	1298		login-normal	1777156504036	1777156505274	OK	 
USER	Login - 100 Concurrentes	1298	END	1777156504036	1777156505274
USER	Login - 100 Concurrentes	1704	START	1777156505274	1777156505274
REQUEST	1656		login-normal	1777156505155	1777156505275	OK	 
USER	Login - 100 Concurrentes	1656	END	1777156505155	1777156505275
USER	Login - 100 Concurrentes	1705	START	1777156505275	1777156505275
REQUEST	1389		login-normal	1777156504241	1777156505276	OK	 
USER	Login - 100 Concurrentes	1389	END	1777156504241	1777156505277
USER	Login - 100 Concurrentes	1706	START	1777156505277	1777156505277
REQUEST	1382		login-normal	1777156504214	1777156505277	OK	 
USER	Login - 100 Concurrentes	1382	END	1777156504214	1777156505277
USER	Login - 100 Concurrentes	1707	START	1777156505277	1777156505277
REQUEST	1314		login-normal	1777156504075	1777156505284	OK	 
USER	Login - 100 Concurrentes	1314	END	1777156504074	1777156505285
REQUEST	1659		login-normal	1777156505179	1777156505286	OK	 
USER	Login - 100 Concurrentes	1659	END	1777156505179	1777156505286
USER	Login - 100 Concurrentes	1709	START	1777156505286	1777156505286
REQUEST	1302		login-normal	1777156504046	1777156505287	OK	 
USER	Login - 100 Concurrentes	1302	END	1777156504045	1777156505287
USER	Login - 100 Concurrentes	1710	START	1777156505287	1777156505287
USER	Login - 100 Concurrentes	1708	START	1777156505285	1777156505285
REQUEST	1386		login-normal	1777156504232	1777156505291	OK	 
USER	Login - 100 Concurrentes	1386	END	1777156504232	1777156505292
USER	Login - 100 Concurrentes	1711	START	1777156505292	1777156505292
REQUEST	1418		login-normal	1777156504302	1777156505292	OK	 
USER	Login - 100 Concurrentes	1418	END	1777156504301	1777156505293
USER	Login - 100 Concurrentes	1712	START	1777156505293	1777156505293
REQUEST	1660		login-normal	1777156505181	1777156505294	OK	 
USER	Login - 100 Concurrentes	1660	END	1777156505180	1777156505294
USER	Login - 100 Concurrentes	1713	START	1777156505294	1777156505294
REQUEST	1300		login-normal	1777156504040	1777156505298	OK	 
USER	Login - 100 Concurrentes	1300	END	1777156504040	1777156505298
USER	Login - 100 Concurrentes	1714	START	1777156505298	1777156505298
REQUEST	1426		login-normal	1777156504311	1777156505300	OK	 
USER	Login - 100 Concurrentes	1426	END	1777156504310	1777156505301
USER	Login - 100 Concurrentes	1715	START	1777156505301	1777156505301
REQUEST	1364		login-normal	1777156504173	1777156505302	OK	 
REQUEST	1338		login-normal	1777156504123	1777156505302	OK	 
REQUEST	1414		login-normal	1777156504290	1777156505302	OK	 
REQUEST	1658		login-normal	1777156505178	1777156505302	OK	 
USER	Login - 100 Concurrentes	1364	END	1777156504173	1777156505302
USER	Login - 100 Concurrentes	1716	START	1777156505304	1777156505304
USER	Login - 100 Concurrentes	1338	END	1777156504123	1777156505302
USER	Login - 100 Concurrentes	1414	END	1777156504290	1777156505302
USER	Login - 100 Concurrentes	1658	END	1777156505178	1777156505303
USER	Login - 100 Concurrentes	1717	START	1777156505304	1777156505304
